State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Plan Type
AK,2016,Aleutians West,Gold,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Gold,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2070,Dillingham,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2090,Fairbanks North Star,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2100,Haines,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2105,Hoonah Angoon,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2110,Juneau,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2122,Kenai Peninsula,Silver,Premera Blue Cross Blue Shield of Alaska,PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
