State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Plan Type
AK,2016,Aleutians West,Bronze,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2016,Aleutians West,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Gold,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Bronze,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2020,Anchorage,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Gold,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Bronze,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2050,Bethel,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Gold,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Bronze,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2060,Bristol Bay,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Gold,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Bronze,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2068,Denali,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Gold,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Bronze,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2070,Dillingham,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Gold,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Bronze,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2090,Fairbanks North Star,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Gold,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Bronze,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2100,Haines,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Gold,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Bronze,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2105,Hoonah Angoon,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Gold,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Bronze,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2110,Juneau,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Gold,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Bronze,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2122,Kenai Peninsula,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Gold,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Expanded Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Bronze,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2130,Ketchikan Gateway,Silver,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Silver,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Gold,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Silver,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Silver,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Silver,"Moda Health Plan, Inc.",PPO
AK,2150,Kodiak Island,Silver,"Moda Health Plan, Inc.",PPO
